,skeletal_length,skeleton_vector_upstream_theta,skeleton_vector_upstream_phi,skeleton_vector_downstream_theta,skeleton_vector_downstream_phi,width_upstream,width_no_spine,width_downstream,n_synapses_post,n_synapses_pre,n_synapses_head_postsyn,n_synapses_neck_postsyn,n_synapses_shaft_postsyn,n_synapses_no_head_postsyn,synapse_volume_shaft_postsyn_sum,synapse_volume_head_postsyn_sum,synapse_volume_no_head_postsyn_sum,synapse_volume_neck_postsyn_sum,synapse_volume_postsyn_sum,n_spines,spine_volume_sum,soma_start_angle_max,max_soma_volume,n_syn_soma
norm_mean,55516.345178083764,1.589076389734005,-0.15722713059585786,1.589965908806427,-0.15733174585830245,403.6398515132163,365.67823898735145,371.095051497344,54.57817599383407,0.3604597950311307,15.338758625672893,0.7451617953442441,30.768326167852884,7.725929404964052,182354.02656647036,163152.13697508338,47041.10249647748,2391.117333236991,394938.3833712682,25.560442935077134,5539396090.365909,73.45238869419656,1164.3846237219552,85.42051133831906
norm_std,50351.74396351308,0.683233417150608,1.8394185888723735,0.680495521271544,1.8294575535562145,177.47268690167328,163.7865137743918,207.490286395244,55.187287259685796,1.039375198473252,18.79475062334452,1.484384358871284,36.471037475981994,10.667099218212632,216697.80782819068,198671.20849350374,70791.36771851515,6358.94616582784,398733.4808091155,30.177751610428814,7103285745.929767,47.322576181007655,618.9289425715317,64.75756850006215
