,segment_id,split_index,nucleus_id,cell_type,syn_density_post,syn_density_head,syn_density_neck,syn_density_shaft,skeletal_length_processed_syn,spine_density,skeletal_length_processed_spine,allen_e_i,allen_e_i_n_nuc,allen_cell_type,allen_cell_type_n_nuc,allen_cell_type_e_i,cell_type_manual
16,864691135516114643,0,406587,inhibitory,0.7687618936027513,0.07354373870041267,0.002298241834387896,0.6469550763801927,870230.4387965645,0.12331421438561692,648749.2167758644,inhibitory,1,MC,1,inhibitory,inhibitory
17,864691135564632407,0,435763,inhibitory,1.9480896368708782,0.16916683318348577,0.03294301488309986,1.2589573795865732,2246303.207602375,0.5545649355515339,2153039.1185164386,inhibitory,1,MC,1,inhibitory,inhibitory
18,864691135571086061,0,305070,excitatory,1.2207349034029926,0.07562802095156587,0.018290472458395008,0.957269895631505,4865921.326113725,0.2749556040881216,4578921.037726869,excitatory,1,5P_IT,1,excitatory,inhibitory
19,864691135615761769,0,225676,inhibitory,1.2583162758775035,0.12385865781721071,0.004384377267865866,0.9766200364171216,912330.2479731712,0.329192502571618,856641.6239648382,inhibitory,1,BPC,1,inhibitory,inhibitory
20,864691135639009851,1,106864,excitatory,1.3506047681845144,0.1411649051492289,0.016024124368290846,0.9812868541724776,1310524.0272320656,0.3139069720377341,1134093.9568465718,excitatory,2,23P,2,excitatory,inhibitory
21,864691135686882784,0,233502,excitatory,1.5641646044584159,0.21310216786225106,0.03609202344865025,1.0530378606194424,3768145.6179228453,0.4411715305001478,3454438.6811911236,excitatory,1,5P_IT,1,excitatory,inhibitory
22,864691135687089888,0,164596,inhibitory,0.9975245021242323,0.14325933282241116,0.012616588970155529,0.7329831204919389,2457082.5025155633,0.25964525482463197,2287736.783024192,inhibitory,1,BC,1,inhibitory,inhibitory
23,864691135687845828,0,500893,inhibitory,0.5784884891075102,0.06752278660738616,0.0,0.48304762726822403,1540220.7939774762,0.12469923532339514,1483569.6427505813,inhibitory,1,BPC,1,inhibitory,inhibitory
24,864691135782408499,0,459994,inhibitory,1.8923036670765783,0.33399511827188944,0.059354554150727344,1.2705898625825192,994026.5046920078,0.4476789247509703,931471.1435923949,inhibitory,1,BPC,1,inhibitory,inhibitory
25,864691135818473859,0,172099,excitatory,1.2035301949624735,0.08119809782631131,0.011171550372076388,0.9615707625135994,3670036.7124048136,0.29905476057497493,3360588.5359181236,excitatory,1,6IT,1,excitatory,inhibitory
26,864691135901598174,0,323330,inhibitory,1.9850112446208363,0.18520439842156128,0.028492984372547887,1.3083028657728237,842312.6088232183,0.4895096062900548,823272.9139971274,inhibitory,1,NGC,1,inhibitory,inhibitory
27,864691135945756708,0,195929,inhibitory,2.2209184478679664,0.39779656473652103,0.047196202595858425,1.4104922261505117,741585.0868279672,0.45466695776010313,679618.3332131171,inhibitory,1,,,,inhibitory
